authors,title,year,volume,issue,start_page,end_page,citations,q75_citations,prop_rank,omit,statistical,individual,population,community,ecosystem,spatial,validation_selection,tools_practices
"Finelli, CM; Pentcheff, ND; Zimmer, RK; Wethey, DS",Physical constraints on ecological processes: a field test of odor-mediated foraging,2000,81,3,784,797,98,164,0.49146757679180886,keep,no,NA,NA,NA,NA,NA,NA,NA
"Airoldi, L","Effects of disturbance, life histories, and overgrowth on coexistence of algal crusts and turfs",2000,81,3,798,814,107,164,0.5426621160409556,keep,no,NA,NA,NA,NA,NA,NA,NA
"Baines, SB; Webster, KE; Kratz, TK; Carpenter, SR; Magnuson, JJ","Synchronous behavior of temperature, calcium, and chlorophyll in lakes of northern wisconsin",2000,81,3,815,825,94,164,0.4709897610921502,keep,no,NA,NA,NA,NA,NA,NA,NA
"Tessier, AJ; Leibold, MA; Tsao, J",A fundamental trade-off in resource exploitation by daphnia and consequences to plankton communities,2000,81,3,826,841,101,164,0.5085324232081911,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hansson, LA",Synergistic effects of food chain dynamics and induced behavioral responses in aquatic ecosystems,2000,81,3,842,851,57,164,0.29180887372013653,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ponsard, S; Arditi, R",What can stable isotopes (delta n-15 and delta c-13) tell about the food web of soil macro-invertebrates?,2000,81,3,852,864,245,164,0.8737201365187713,keep,no,NA,NA,NA,NA,NA,NA,NA
"Langellotto, GA; Denno, RF; Ott, JR",A trade-off between flight capability and reproduction in males of a wing-dimorphic insect,2000,81,3,865,875,90,164,0.4522184300341297,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kaitala, A; Axen, AH",Egg load and mating status of the golden egg bug affect predation risk,2000,81,3,876,880,23,164,0.081911263,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wilsey, BJ; Potvin, C",Biodiversity and ecosystem functioning: importance of species evenness in an old field,2000,81,4,887,892,309,164,0.9249146757679181,keep,no,NA,NA,NA,NA,NA,NA,NA
"Yeakley, JA; Weishampel, JF",Multiple source pools and dispersal barriers for galapagos plant species distribution,2000,81,4,893,898,12,164,0.051194539249146756,keep,no,NA,NA,NA,NA,NA,NA,NA
"Jansson, R; Nilsson, C; Renofalt, B",Fragmentation of riparian floras in rivers with multiple dams,2000,81,4,899,903,145,164,0.7064846416382252,keep,no,NA,NA,NA,NA,NA,NA,NA
"McPeek, MA; Brown, JM",Building a regional species pool: diversification of the enallagma damselflies in eastern north america,2000,81,4,904,920,128,164,0.6382252559726962,keep,no,NA,NA,NA,NA,NA,NA,NA
"Eisenberg, JNS; Washburn, JO; Schreiber, SJ",Generalist feeding behaviors of aedes sierrensis larvae and their effects on protozoan populations,2000,81,4,921,935,29,164,0.11604095563139932,keep,no,NA,NA,NA,NA,NA,NA,NA
"Eubanks, MD; Denno, RF",Host plants mediate omnivore-herbivore interactions and influence prey suppression,2000,81,4,936,947,107,164,0.5426621160409556,keep,no,NA,NA,NA,NA,NA,NA,NA
"Beckerman, AP",Counterintuitive outcomes of interspecific competition between two grasshopper species along a resource gradient,2000,81,4,948,957,25,164,0.10068259385665529,keep,no,NA,NA,NA,NA,NA,NA,NA
"Heeb, P; Kolliker, M; Richner, H","Bird-ectoparasite interactions, nest humidity and ectoparasite community structure",2000,81,4,958,968,109,164,0.5546075085324232,keep,no,NA,NA,NA,NA,NA,NA,NA
"van der Wal, R; van Wijnen, H; van Wieren, S; Beucher, O; Bos, D",On facilitation between herbivores: how brent geese profit from brown hares,2000,81,4,969,980,67,164,0.34812286689419797,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moss, R; Elston, DA; Watson, A",Spatial asynchrony and demographic traveling waves during red grouse population cycles,2000,81,4,981,989,37,164,0.1621160409556314,keep,no,NA,NA,NA,NA,NA,NA,NA
"Merola-Zwartjes, M; Ligon, JD","Ecological energetics of the puerto rican tody: heterothermy, torpor, and intra-island variation",2000,81,4,990,1003,47,164,0.22184300341296928,keep,no,NA,NA,NA,NA,NA,NA,NA
"Arlettaz, R; Ruchet, C; Aeschimann, J; Brun, E; Genoud, M; Vogel, P",Physiological traits affecting the distribution and wintering strategy of the bat tadarida teniotis,2000,81,4,1004,1014,67,164,0.34812286689419797,keep,no,NA,NA,NA,NA,NA,NA,NA
"Leonard, GH",Latitudinal variation in species interactions: a test in the new england rocky intertidal zone,2000,81,4,1015,1030,121,164,0.6109215017064846,keep,no,NA,NA,NA,NA,NA,NA,NA
"Nakaoka, M",Nonlethal effects of predators on prey populations: predator-mediated change in bivalve growth,2000,81,4,1031,1045,130,164,0.64334471,keep,no,NA,NA,NA,NA,NA,NA,NA
"Schlosser, IJ; Johnson, JD; Knotek, WL; Lapinska, M",Climate variability and size-structured interactions among juvenile fish along a lake-stream gradient,2000,81,4,1046,1057,42,164,0.19283276450511946,keep,no,NA,NA,NA,NA,NA,NA,NA
"Persson, L; Bystrom, P; Wahlstrom, E",Cannibalism and competition in eurasian perch: population dynamics of an ontogenetic omnivore,2000,81,4,1058,1071,167,164,0.7610921501706485,keep,no,NA,NA,NA,NA,NA,NA,NA
"Berntson, GM; Wayne, PM",Characterizing the size dependence of resource acquisition within crowded plant populations,2000,81,4,1072,1085,101,164,0.5085324232081911,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Cater, TC; Chapin, FS",Differential effects of competition or microenvironment on boreal tree seedling establishment after fire,2000,81,4,1086,1099,32,164,0.13651877133105803,keep,no,NA,NA,NA,NA,NA,NA,NA
"Huth, CJ; Pellmyr, O",Pollen-mediated selective abortion in yuccas and its consequences for the plant-pollinator mutualism,2000,81,4,1100,1107,53,164,0.25597269624573377,keep,no,NA,NA,NA,NA,NA,NA,NA
"Garten, CT; Cooper, LW; Post, WM; Hanson, PJ",Climate controls on forest soil c isotope ratios in the southern appalachian mountains,2000,81,4,1108,1119,131,164,0.6484641638225256,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hansen, RA",Effects of habitat complexity and composition on a diverse litter microarthropod assemblage,2000,81,4,1120,1132,211,164,0.8327645051194539,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moriuchi, KS; Venable, DL; Pake, CE; Lange, T",Direct measurement of the seed bank age structure of a sonoran desert annual plant,2000,81,4,1133,1138,37,164,0.1621160409556314,keep,no,NA,NA,NA,NA,NA,NA,NA
"Damgaard, C; Weiner, J",Describing inequality in plant size or fecundity,2000,81,4,1139,1142,203,164,0.8225255972696246,keep,yes,0,1,0,0,0,0,0
"Veech, JA",A null model for detecting nonrandom patterns of species richness along spatial gradients,2000,81,4,1143,1149,31,164,0.12627986348122866,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Ayarbe, JP; Kieft, TL",Mammal mounds stimulate microbial activity in a semiarid shrubland,2000,81,4,1150,1154,21,164,0.06996587,keep,no,NA,NA,NA,NA,NA,NA,NA
"Nasholm, T; Huss-Danell, K; Hogberg, P",Uptake of organic nitrogen in the field by four agriculturally important plant species,2000,81,4,1155,1161,190,164,0.8071672354948806,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hunt, WG; Law, PR",Site-dependent regulation of population size: comment,2000,81,4,1162,1165,20,164,0.064846416,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hawkins, BA; Berryman, AA",Site-dependent regulation of population size: comment,2000,81,4,1166,1168,8,164,0.030716723549488054,keep,no,NA,NA,NA,NA,NA,NA,NA
"Rodenhouse, NL; Sherry, TW; Holmes, RT",Site-dependent regulation of population size: reply,2000,81,4,1168,1171,9,164,0.035836177,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kokko, H; Ruxton, GD","Breeding suppression and predator-prey dynamics (vol 81, pg 252, 2000)",2000,81,4,1178,1178,2,164,0.011945392491467578,omit,no,NA,NA,NA,NA,NA,NA,NA
"Bruno, JF",Facilitation of cobble beach plant communities through habitat modification by spartina alterniflora,2000,81,5,1179,1192,180,164,0.7952218430034129,keep,no,NA,NA,NA,NA,NA,NA,NA
"Robbins, BD; Bell, SS",Dynamics of a subtidal seagrass landscape: seasonal and annual change in relation to water depth,2000,81,5,1193,1205,85,164,0.4249146757679181,keep,no,NA,NA,NA,NA,NA,NA,NA
"Grosholz, ED; Ruiz, GM; Dean, CA; Shirley, KA; Maron, JL; Connors, PG",The impacts of a nonindigenous marine predator in a california bay,2000,81,5,1206,1224,298,164,0.9215017064846417,keep,no,NA,NA,NA,NA,NA,NA,NA
"Byers, JE",Competition between two estuarine snails: implications for invasions of exotic species,2000,81,5,1225,1239,229,164,0.85665529010238906,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lively, CM; Hazel, WN; Schellenberger, MJ; Michelson, KS",Predator-induced defense: variation for inducibility in an intertidal barnacle,2000,81,5,1240,1247,59,164,0.3122866894197952,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hunter, AF; Elkinton, JS",Effects of synchrony with host plant on populations of a spring-feeding lepidopteran,2000,81,5,1248,1261,99,164,0.49658703071672355,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bradshaw, WE; Fujiyama, S; Holzapfel, CM","Adaptation to the thermal climate of north america by the pitcher-plant mosquito, wyeomyia smithii",2000,81,5,1262,1272,35,164,0.14846416382252559,keep,no,NA,NA,NA,NA,NA,NA,NA
"Mueller, LD; Joshi, A; Borash, DJ",Does population stability evolve?,2000,81,5,1273,1285,27,164,0.10921501706484642,keep,no,NA,NA,NA,NA,NA,NA,NA
"Amarasekare, P",Coexistence of competing parasitoids on a patchily distributed host: local vs. spatial mechanisms,2000,81,5,1286,1296,100,164,0.5017064846416383,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hellgren, EC; Kazmaier, RT; Ruthven, DC; Synatzske, DR",Variation in tortoise life history: demography of gopherus berlandieri,2000,81,5,1297,1310,41,164,0.18771331058020477,keep,no,NA,NA,NA,NA,NA,NA,NA
"Berteaux, D; Boutin, S",Breeding dispersal in female north american red squirrels,2000,81,5,1311,1326,117,164,0.5921501706484642,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lawler, IR; Foley, WJ; Eschler, BM",Foliar concentration of a single toxin creates habitat patchiness for a marsupial folivore,2000,81,5,1327,1338,122,164,0.6143344709897611,keep,no,NA,NA,NA,NA,NA,NA,NA
"Nager, RG; Monaghan, P; Houston, DC",Within-clutch trade-offs between the number and quality of eggs: experimental manipulations in gulls,2000,81,5,1339,1350,141,164,0.6825938566552902,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Sandercock, BK; Beissinger, SR; Stoleson, SH; Melland, RR; Hughes, CR",Survival rates of a neotropical parrot: implications for latitudinal comparisons of avian demography,2000,81,5,1351,1370,111,164,0.5648464163822525,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Schlosser, IJ; Kallemeyn, LW",Spatial variation in fish assemblages across a beaver-influenced successional landscape,2000,81,5,1371,1382,87,164,0.43686006825938567,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bragg, DC",Simulating catastrophic and individualistic large woody debris recruitment for a small riparian system,2000,81,5,1383,1394,92,164,0.46245733788395904,keep,no,NA,NA,NA,NA,NA,NA,NA
"Johnson, CM; Zarin, DJ; Johnson, AH",Post-disturbance aboveground biomass accumulation in global secondary forests,2000,81,5,1395,1401,63,164,0.3293515358361775,keep,no,NA,NA,NA,NA,NA,NA,NA
"Cavigelli, MA; Robertson, GP",The functional significance of denitrifier community composition in a terrestrial ecosystem,2000,81,5,1402,1414,275,164,0.9061433447098977,keep,no,NA,NA,NA,NA,NA,NA,NA
"Gebauer, RLE; Ehleringer, JR",Water and nitrogen uptake patterns following moisture pulses in a cold desert community,2000,81,5,1415,1424,158,164,0.7303754266211604,keep,no,NA,NA,NA,NA,NA,NA,NA
"Leuschner, C",Are high elevations in tropical mountains arid environments for plants?,2000,81,5,1425,1436,87,164,0.43686006825938567,keep,no,NA,NA,NA,NA,NA,NA,NA
"Egerton, JJG; Banks, JCG; Gibson, A; Cunningham, RB; Ball, MC",Facilitation of seedling establishment: reduction in irradiance enhances winter growth of eucalyptus pauciflora,2000,81,5,1437,1449,54,164,0.2645051194539249,keep,no,NA,NA,NA,NA,NA,NA,NA
"Davies, KF; Margules, CR; Lawrence, KF",Which traits of species predict population declines in experimental forest fragments?,2000,81,5,1450,1461,312,164,0.9283276450511946,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hjermann, DO",Analyzing habitat selection in animals without well-defined home ranges,2000,81,5,1462,1468,39,164,0.17406143344709898,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Bi, HQ; Wan, GG; Turvey, ND",Estimating the self-thinning boundary line as a density-dependent stochastic biomass frontier,2000,81,6,1477,1483,53,164,0.25597269624573377,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Niklasson, M; Granstrom, A",Numbers and sizes of fires: long-term spatially explicit fire history in a swedish boreal landscape,2000,81,6,1484,1499,376,164,0.9556313993174061,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bergeron, Y",Species and stand dynamics in the mixed woods of quebec's southern boreal forest,2000,81,6,1500,1516,319,164,0.9351535836177475,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lomolino, MV; Perault, DR",Assembly and disassembly of mammal communities in a fragmented temperate rain forest,2000,81,6,1517,1532,49,164,0.23037542662116042,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pierce, BM; Bleich, VC; Bowyer, RT",Social organization of mountain lions: does a land-tenure system regulate population size?,2000,81,6,1533,1543,90,164,0.4522184300341297,keep,no,NA,NA,NA,NA,NA,NA,NA
"Tielborger, K; Kadmon, R",Temporal environmental variation tips the balance between facilitation and interference in desert plants,2000,81,6,1544,1553,364,164,0.9453924914675768,keep,no,NA,NA,NA,NA,NA,NA,NA
"Medel, R",Assessment of parasite-mediated selection in a host-parasite system in plants,2000,81,6,1554,1564,44,164,0.19965870307167236,keep,no,NA,NA,NA,NA,NA,NA,NA
"Underwood, N; Rausher, MD",The effects of host-plant genotype on herbivore population dynamics,2000,81,6,1565,1576,92,164,0.46245733788395904,keep,no,NA,NA,NA,NA,NA,NA,NA
"Mopper, S; Stiling, P; Landau, K; Simberloff, D; Van Zandt, P",Spatiotemporal variation in leafminer population structure and adaptation to individual oak trees,2000,81,6,1577,1587,80,164,0.39761092150170646,keep,no,NA,NA,NA,NA,NA,NA,NA
"Forkner, RE; Hunter, MD",What goes up must come down? Nutrient addition and predation pressure on oak herbivores,2000,81,6,1588,1600,178,164,0.788395904,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ritchie, ME",Nitrogen limitation and trophic vs. abiotic influences on insect herbivores in a temperate grassland,2000,81,6,1601,1612,138,164,0.6689419795221843,keep,no,NA,NA,NA,NA,NA,NA,NA
"Neubert, MG; Caswell, H",Demography and dispersal: calculation and sensitivity analysis of invasion speed for structured populations,2000,81,6,1613,1628,452,164,0.9795221843003413,keep,yes,0,1,0,0,0,0,0
"Hiebeler, D",Populations on fragmented landscapes with spatially structured heterogeneities: landscape generation and local dispersal,2000,81,6,1629,1641,137,164,0.6621160409556314,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Roland, J; Keyghobadi, N; Fownes, S",Alpine parnassius butterfly dispersal: effects of landscape and population size,2000,81,6,1642,1653,220,164,0.8447098976109215,keep,no,NA,NA,NA,NA,NA,NA,NA
"Zanette, L; Doyle, P; Tremont, SM",Food shortage in small fragments: evidence from an area-sensitive passerine,2000,81,6,1654,1666,275,164,0.9061433447098977,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ehrlen, J; Eriksson, O",Dispersal limitation and patch occupancy in forest herbs,2000,81,6,1667,1674,295,164,0.9180887372013652,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ehrlen, J",The dynamics of plant populations: does the history of individuals matter?,2000,81,6,1675,1684,44,164,0.19965870307167236,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Skalski, GT; Gilliam, JF",Modeling diffusive spread in a heterogeneous population: a movement study with stream fish,2000,81,6,1685,1700,225,164,0.8532423208191127,keep,no,NA,NA,NA,NA,NA,NA,NA
"Schaus, MH; Vanni, MJ",Effects of gizzard shad on phytoplankton and nutrient dynamics: role of sediment feeding and fish size,2000,81,6,1701,1719,91,164,0.45733788395904434,keep,no,NA,NA,NA,NA,NA,NA,NA
"Guss, S; Albrecht, D; Krambeck, HJ; Muller-Navarra, DC; Mumm, H","Impact of weather on a lake ecosystem, assessed by cyclo-stationary mcca of long-term observations",2000,81,6,1720,1735,10,164,0.044368601,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Morey, S; Reznick, D",A comparative analysis of plasticity ln larval development in three species of spadefoot toads,2000,81,6,1736,1749,114,164,0.5802047781569966,keep,no,NA,NA,NA,NA,NA,NA,NA
"Greenberg, R; Bichier, P; Angon, AC; MacVean, C; Perez, R; Cano, E",The impact of avian insectivory on arthropods and leaf damage in some guatemalan coffee plantations,2000,81,6,1750,1755,143,164,0.6928327645051194,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ohnmeiss, TE; Baldwin, IT",Optimal defense theory predicts the ontogeny of an induced nicotine defense,2000,81,7,1765,1783,138,164,0.6689419795221843,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hamback, PA; Agren, J; Ericson, L",Associational resistance: insect damage to purple loosestrife reduced in thickets of sweet gale,2000,81,7,1784,1794,142,164,0.6877133105802048,keep,no,NA,NA,NA,NA,NA,NA,NA
"White, JA; Whitham, TG",Associational susceptibility of cottonwood to a box elder herbivore,2000,81,7,1795,1803,171,164,0.7713310580204779,keep,no,NA,NA,NA,NA,NA,NA,NA
"Agrawal, AA",Benefits and costs of induced plant defense for lepidium virginicum (brassicaceae),2000,81,7,1804,1813,140,164,0.6774744027303754,keep,no,NA,NA,NA,NA,NA,NA,NA
"Denno, RF; Peterson, MA; Gratton, C; Cheng, JA; Langellotto, GA; Huberty, AF; Finke, DL",Feeding-induced changes in plant quality mediate interspecific competition between sap-feeding herbivores,2000,81,7,1814,1827,158,164,0.7303754266211604,keep,no,NA,NA,NA,NA,NA,NA,NA
"Doak, P",Population consequences of restricted dispersal for an insect herbivore in a subdivided habitat,2000,81,7,1828,1841,55,164,0.27303754266211605,keep,no,NA,NA,NA,NA,NA,NA,NA
"Doak, P","Habitat patchiness and the distribution, abundance, and population dynamics of an insect herbivore",2000,81,7,1842,1857,39,164,0.17406143344709898,keep,no,NA,NA,NA,NA,NA,NA,NA
"Zogg, GP; Zak, DR; Pregitzer, KS; Burton, AJ",Microbial immobilization and the retention of anthropogenic nitrate in a northern hardwood forest,2000,81,7,1858,1866,123,164,0.6194539249146758,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hobbie, SE; Vitousek, PM",Nutrient limitation of decomposition in hawaiian forests,2000,81,7,1867,1877,393,164,0.9590443686006825,keep,no,NA,NA,NA,NA,NA,NA,NA
"Prescott, CE; Chappell, HN; Vesterdal, L",Nitrogen turnover in forest floors of coastal douglas-fir at sites differing in soil nitrogen capital,2000,81,7,1878,1886,70,164,0.3651877133105802,keep,no,NA,NA,NA,NA,NA,NA,NA
"Walters, MB; Reich, PB","Seed size, nitrogen supply, and growth rate affect tree seedling survival in deep shade",2000,81,7,1887,1901,224,164,0.8498293515358362,keep,no,NA,NA,NA,NA,NA,NA,NA
"Weltzin, JF; McPherson, GR",Implications of precipitation redistribution for shifts in temperate savanna ecotones,2000,81,7,1902,1913,93,164,0.46757679180887374,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kitzberger, T; Steinaker, DF; Veblen, TT",Effects of climatic variability on facilitation of tree establishment in northern patagonia,2000,81,7,1914,1924,199,164,0.8122866894197952,keep,no,NA,NA,NA,NA,NA,NA,NA
